Nominal mass	Compositions	Charges
544	H36C21N8O9,H36C20CxN8O9,H36C21N8O8Ox,H36C19Cx2N8O9,H36C18Cx3N8O9	-1,1
544	H45C23O12P,H45C22CxO12P,H45C23O11OxP,H45C21Cx2O12P,H45C20Cx3O12P	-1,1
544	H40C30O9,H40C29CxO9,H40C30O8Ox,H40C28Cx2O9,H40C27Cx3O9	-1,1
544	H45C27O9P,H45C26CxO9P,H45C27O8OxP,H45C25Cx2O9P,H45C24Cx3O9P	-1,1
544	H44C31O8,H44C30CxO8,H44C31O7Ox,H44C29Cx2O8,H44C28Cx3O8	-1,1
544	H40C32N4O4,H40C31CxN4O4,H40C32N4O3Ox,H40C30Cx2N4O4,H40C29Cx3N4O4	-1,1
544	H41C29N4O5F,H41C28CxN4O5F,H41C29N4O4OxF,H41C27Cx2N4O5F,H41C26Cx3N4O5F	-1,1
544	H40C26N8O5,H40C25CxN8O5,H40C26N8O4Ox,H40C24Cx2N8O5,H40C23Cx3N8O5	1
544	H44C35O5,H44C34CxO5,H44C35O4Ox,H44C33Cx2O5,H44C32Cx3O5	1
544	H44C29N4O6,H44C28CxN4O6,H44C29N4O5Ox,H44C27Cx2N4O6,H44C26Cx3N4O6	-1,1
544	H60C3O28,H60C2CxO28,H60C3O27Ox,H60CCx2O28	-1,1
544	H52C24N2O11,H52C23CxN2O11,H52C24N2O10Ox,H52C22Cx2N2O11,H52C21Cx3N2O11	-1,1
544	H48C30N4O5,H48C29CxN4O5,H48C30N4O4Ox,H48C28Cx2N4O5,H48C27Cx3N4O5	1
544	H56C30O8,H56C29CxO8,H56C30O7Ox,H56C28Cx2O8,H56C27Cx3O8	-1,1
545	H27C33N3O5,H27C32CxN3O5,H27C33N3O4Ox,H27C31Cx2N3O5,H27C30Cx3N3O5	1
545	H40C25N3O8Cl,H40C24CxN3O8Cl,H40C25N3O8Clx,H40C25N3O7OxCl,H40C23Cx2N3O8Cl,H40C22Cx3N3O8Cl	1
545	H44C26NO9P,H44C25CxNO9P,H44C26NO8OxP,H44C24Cx2NO9P,H44C23Cx3NO9P	-1,1
545	H39C32N3O5,H39C31CxN3O5,H39C32N3O4Ox,H39C30Cx2N3O5,H39C29Cx3N3O5	-1,1
545	H42C27N3O5F3,H42C26CxN3O5F3,H42C27N3O4OxF3,H42C25Cx2N3O5F3,H42C24Cx3N3O5F3	-1,1
545	H43C29N3O7,H43C28CxN3O7,H43C29N3O6Ox,H43C27Cx2N3O7,H43C26Cx3N3O7	-1,1
545	H43C28N5O6,H43C27CxN5O6,H43C28N5O5Ox,H43C26Cx2N5O6,H43C25Cx3N5O6	-1,1
545	H59C6NO25,H59C5CxNO25,H59C6NO24Ox,H59C4Cx2NO25,H59C3Cx3NO25	1
545	H52C28NO7P,H52C27CxNO7P,H52C28NO6OxP,H52C26Cx2NO7P,H52C25Cx3NO7P	-1,1
545	H47C29N5O5,H47C28CxN5O5,H47C29N5O4Ox,H47C27Cx2N5O5,H47C26Cx3N5O5	1
546	H26C30O10,H26C29CxO10,H26C30O9Ox,H26C28Cx2O10,H26C27Cx3O10	-1
546	H34C20O17,H34C19CxO17,H34C20O16Ox,H34C18Cx2O17,H34C17Cx3O17	-1
546	H34C24O14,H34C23CxO14,H34C24O13Ox,H34C22Cx2O14,H34C21Cx3O14	-1
546	H28C30N4O4F2,H28C29CxN4O4F2,H28C30N4O3OxF2,H28C28Cx2N4O4F2,H28C27Cx3N4O4F2	1
546	H30C23N8O8,H30C22CxN8O8,H30C23N8O7Ox,H30C21Cx2N8O8,H30C20Cx3N8O8	-1
546	H38C28N2O7S,H38C27CxN2O7S,H38C28N2O7Sx,H38C28N2O6OxS,H38C26Cx2N2O7S,H38C25Cx3N2O7S	1
546	H40C19N5O11S,H40C18CxN5O11S,H40C19N5O11Sx,H40C19N5O10OxS,H40C17Cx2N5O11S,H40C16Cx3N5O11S	-1,1
546	H34C30N4O6,H34C29CxN4O6,H34C30N4O5Ox,H34C28Cx2N4O6,H34C27Cx3N4O6	-1,1
546	H38C27N4O6S,H38C26CxN4O6S,H38C27N4O6Sx,H38C27N4O5OxS,H38C25Cx2N4O6S,H38C24Cx3N4O6S	1
546	H54O29Si,H54O28OxSi	1
546	H38C33O7,H38C32CxO7,H38C33O6Ox,H38C31Cx2O7,H38C30Cx3O7	-1,1
546	H38C32N2O6,H38C31CxN2O6,H38C32N2O5Ox,H38C30Cx2N2O6,H38C29Cx3N2O6	1
546	H42C30O9,H42C29CxO9,H42C30O8Ox,H42C28Cx2O9,H42C27Cx3O9	-1,1
546	H38C31N4O5,H38C30CxN4O5,H38C31N4O4Ox,H38C29Cx2N4O5,H38C28Cx3N4O5	-1,1
546	H54C5O27,H54C4CxO27,H54C5O26Ox,H54C3Cx2O27,H54C2Cx3O27	-1,1
546	H38C40N2,H38C39CxN2,H38C38Cx2N2,H38C37Cx3N2	-1,1
546	H42C27N6O6,H42C26CxN6O6,H42C27N6O5Ox,H42C25Cx2N6O6,H42C24Cx3N6O6	-1,1
546	H46C31O8,H46C30CxO8,H46C31O7Ox,H46C29Cx2O8,H46C28Cx3O8	-1,1
546	H42C32N4O4,H42C31CxN4O4,H42C32N4O3Ox,H42C30Cx2N4O4,H42C29Cx3N4O4	-1,1
546	H50C24O13,H50C23CxO13,H50C24O12Ox,H50C22Cx2O13,H50C21Cx3O13	1
546	H42C42,H42C41Cx,H42C40Cx2,H42C39Cx3	1
546	H50C28O10,H50C27CxO10,H50C28O9Ox,H50C26Cx2O10,H50C25Cx3O10	1
546	H50C32O7,H50C31CxO7,H50C32O6Ox,H50C30Cx2O7,H50C29Cx3O7	1
546	H62C35O4,H62C34CxO4,H62C35O3Ox,H62C33Cx2O4,H62C32Cx3O4	1
547	H30C19N7O10P,H30C18CxN7O10P,H30C19N7O9OxP,H30C17Cx2N7O10P,H30C16Cx3N7O10P	-1
547	H32C28N3O5F3,H32C27CxN3O5F3,H32C28N3O4OxF3,H32C26Cx2N3O5F3,H32C25Cx3N3O5F3	-1
547	H33C28N7O5,H33C27CxN7O5,H33C28N7O4Ox,H33C26Cx2N7O5,H33C25Cx3N7O5	-1,1
547	H36C29N3O4F3,H36C28CxN3O4F3,H36C29N3O3OxF3,H36C27Cx2N3O4F3,H36C26Cx3N3O4F3	1
547	H37C30N5O5,H37C29CxN5O5,H37C30N5O4Ox,H37C28Cx2N5O5,H37C27Cx3N5O5	-1,1
547	H41C27N5O5S,H41C26CxN5O5S,H41C27N5O5Sx,H41C27N5O4OxS,H41C25Cx2N5O5S,H41C24Cx3N5O5S	-1,1
547	H50C27NO8P,H50C26CxNO8P,H50C27NO7OxP,H50C25Cx2NO8P,H50C24Cx3NO8P	-1,1
547	H53C27N3O4S2,H53C26CxN3O4S2,H53C27N3O4SSx,H53C27N3O3OxS2,H53C25Cx2N3O4S2,H53C24Cx3N3O4S2	1
547	H54C28NO7P,H54C27CxNO7P,H54C28NO6OxP,H54C26Cx2NO7P,H54C25Cx3NO7P	1
548	H25C18N4O9SAs,H25C17CxN4O9SAs,H25C18N4O9SxAs,H25C18N4O8OxSAs,H25C16Cx2N4O9SAs,H25C15Cx3N4O9SAs	1
548	H32C29N4O3S2,H32C28CxN4O3S2,H32C29N4O3SSx,H32C29N4O2OxS2,H32C27Cx2N4O3S2,H32C26Cx3N4O3S2	-1
548	H30C19N7O12,H30C18CxN7O12,H30C19N7O11Ox,H30C17Cx2N7O12,H30C16Cx3N7O12	-1
548	H31C27N4O5F3,H31C26CxN4O5F3,H31C27N4O4OxF3,H31C25Cx2N4O5F3,H31C24Cx3N4O5F3	-1,1
548	H36C28O11,H36C27CxO11,H36C28O10Ox,H36C26Cx2O11,H36C25Cx3O11	-1
548	H36C31N2O5S,H36C30CxN2O5S,H36C31N2O5Sx,H36C31N2O4OxS,H36C29Cx2N2O5S,H36C28Cx3N2O5S	-1,1
548	H36C30N4O4S,H36C29CxN4O4S,H36C30N4O4Sx,H36C30N4O3OxS,H36C28Cx2N4O4S,H36C27Cx3N4O4S	1
548	H35C28N4O4F3,H35C27CxN4O4F3,H35C28N4O3OxF3,H35C26Cx2N4O4F3,H35C25Cx3N4O4F3	1
548	H40C29O10,H40C28CxO10,H40C29O9Ox,H40C27Cx2O10,H40C26Cx3O10	1
548	H40C27N4O6S,H40C26CxN4O6S,H40C27N4O6Sx,H40C27N4O5OxS,H40C25Cx2N4O6S,H40C24Cx3N4O6S	1
548	H40C28N2O9,H40C27CxN2O9,H40C28N2O8Ox,H40C26Cx2N2O9,H40C25Cx3N2O9	1
548	H44C30O9,H44C29CxO9,H44C30O8Ox,H44C28Cx2O9,H44C27Cx3O9	-1,1
548	H40C31N4O5,H40C30CxN4O5,H40C31N4O4Ox,H40C29Cx2N4O5,H40C28Cx3N4O5	-1,1
548	H48C27O9S,H48C26CxO9S,H48C27O9Sx,H48C27O8OxS,H48C25Cx2O9S,H48C24Cx3O9S	-1,1
548	H51C27NO8P,H51C26CxNO8P,H51C27NO7OxP,H51C25Cx2NO8P,H51C24Cx3NO8P	1
548	H44C32N4O4,H44C31CxN4O4,H44C32N4O3Ox,H44C30Cx2N4O4,H44C29Cx3N4O4	1
548	H48C30N2O7,H48C29CxN2O7,H48C30N2O6Ox,H48C28Cx2N2O7,H48C27Cx3N2O7	1
548	H44C36N4O,H44C35CxN4O,H44C34Cx2N4O,H44C33Cx3N4O	1
548	H52C30N4O5,H52C29CxN4O5,H52C30N4O4Ox,H52C28Cx2N4O5,H52C27Cx3N4O5	1
548	H56C33O6,H56C32CxO6,H56C33O5Ox,H56C31Cx2O6,H56C30Cx3O6	1
548	H64C35O4,H64C34CxO4,H64C35O3Ox,H64C33Cx2O4,H64C32Cx3O4	1
549	H31C29N3O6S,H31C28CxN3O6S,H31C29N3O6Sx,H31C29N3O5OxS,H31C27Cx2N3O6S,H31C26Cx3N3O6S	-1
549	H35C30N3O5S,H35C29CxN3O5S,H35C30N3O5Sx,H35C30N3O4OxS,H35C28Cx2N3O5S,H35C27Cx3N3O5S	-1,1
549	H44C25NO10P,H44C24CxNO10P,H44C25NO9OxP,H44C23Cx2NO10P,H44C22Cx3NO10P	-1,1
549	H48C26NO9P,H48C25CxNO9P,H48C26NO8OxP,H48C24Cx2NO9P,H48C23Cx3NO9P	-1,1
549	H52C27NO8P,H52C26CxNO8P,H52C27NO7OxP,H52C25Cx2NO8P,H52C24Cx3NO8P	1
549	H56C28NO7P,H56C27CxNO7P,H56C28NO6OxP,H56C26Cx2NO7P,H56C25Cx3NO7P	1
550	H22C24O15,H22C23CxO15,H22C24O14Ox,H22C22Cx2O15,H22C21Cx3O15	-1
550	H27C29N2O7Cl,H27C28CxN2O7Cl,H27C29N2O7Clx,H27C29N2O6OxCl,H27C27Cx2N2O7Cl,H27C26Cx3N2O7Cl	1
550	H33C18NO16P,H33C17CxNO16P,H33C18NO15OxP,H33C16Cx2NO16P,H33C15Cx3NO16P	-1
550	H30C26O13,H30C25CxO13,H30C26O12Ox,H30C24Cx2O13,H30C23Cx3O13	-1,1
550	H34C23O15,H34C22CxO15,H34C23O14Ox,H34C21Cx2O15,H34C20Cx3O15	-1
550	H30C34O7,H30C33CxO7,H30C34O6Ox,H30C32Cx2O7,H30C31Cx3O7	-1
550	H34C22N2O14,H34C21CxN2O14,H34C22N2O13Ox,H34C20Cx2N2O14,H34C19Cx3N2O14	-1,1
550	H37C28N4OCl3,H37C27CxN4OCl3,H37C28N4OCl2Clx,H37C26Cx2N4OCl3,H37C25Cx3N4OCl3	-1
550	H36C27N4O4Cl2,H36C26CxN4O4Cl2,H36C27N4O4ClClx,H36C27N4O3OxCl2,H36C25Cx2N4O4Cl2,H36C24Cx3N4O4Cl2	-1,1
550	H34C31O9,H34C30CxO9,H34C31O8Ox,H34C29Cx2O9,H34C28Cx3O9	-1
550	H46C6O27,H46C5CxO27,H46C6O26Ox,H46C4Cx2O27,H46C3Cx3O27	-1
550	H35C26N4O6FS,H35C25CxN4O6FS,H35C26N4O6FSx,H35C26N4O5OxFS,H35C24Cx2N4O6FS,H35C23Cx3N4O6FS	-1,1
550	H31C28N6O5F,H31C27CxN6O5F,H31C28N6O4OxF,H31C26Cx2N6O5F,H31C25Cx3N6O5F	1
550	H34C24N6O9,H34C23CxN6O9,H34C24N6O8Ox,H34C22Cx2N6O9,H34C21Cx3N6O9	-1,1
550	H38C32O8,H38C31CxO8,H38C32O7Ox,H38C30Cx2O8,H38C29Cx3O8	-1,1
550	H42C29O10,H42C28CxO10,H42C29O9Ox,H42C27Cx2O10,H42C26Cx3O10	1
550	H38C28N8O4,H38C27CxN8O4,H38C28N8O3Ox,H38C26Cx2N8O4,H38C25Cx3N8O4	-1,1
550	H46C30O9,H46C29CxO9,H46C30O8Ox,H46C28Cx2O9,H46C27Cx3O9	-1,1
550	H42C31N4O5,H42C30CxN4O5,H42C31N4O4Ox,H42C29Cx2N4O5,H42C28Cx3N4O5	-1,1
550	H42C30N6O4,H42C29CxN6O4,H42C30N6O3Ox,H42C28Cx2N6O4,H42C27Cx3N6O4	-1,1
550	H46C32N4O4,H46C31CxN4O4,H46C32N4O3Ox,H46C30Cx2N4O4,H46C29Cx3N4O4	1
550	H66C35O4,H66C34CxO4,H66C35O3Ox,H66C33Cx2O4,H66C32Cx3O4	1
550	H62C36N4,H62C35CxN4,H62C34Cx2N4,H62C33Cx3N4	1
551	H38C22N3O9PS,H38C21CxN3O9PS,H38C22N3O9PSx,H38C22N3O8OxPS,H38C20Cx2N3O9PS,H38C19Cx3N3O9PS	1
551	H30C37N3Cl,H30C36CxN3Cl,H30C37N3Clx,H30C35Cx2N3Cl,H30C34Cx3N3Cl	-1,1
551	H37C25N5O7S,H37C24CxN5O7S,H37C25N5O7Sx,H37C25N5O6OxS,H37C23Cx2N5O7S,H37C22Cx3N5O7S	-1,1
551	H29C34N7O,H29C33CxN7O,H29C32Cx2N7O,H29C31Cx3N7O	-1,1
551	H37C30N3O5S,H37C29CxN3O5S,H37C30N3O5Sx,H37C30N3O4OxS,H37C28Cx2N3O5S,H37C27Cx3N3O5S	-1,1
551	H34C29N5O5F,H34C28CxN5O5F,H34C29N5O4OxF,H34C27Cx2N5O5F,H34C26Cx3N5O5F	-1,1
551	H37C28N7O5,H37C27CxN7O5,H37C28N7O4Ox,H37C26Cx2N7O5,H37C25Cx3N7O5	-1,1
551	H46C25NO10P,H46C24CxNO10P,H46C25NO9OxP,H46C23Cx2NO10P,H46C22Cx3NO10P	-1,1
551	H41C30N5O3S,H41C29CxN5O3S,H41C30N5O3Sx,H41C30N5O2OxS,H41C28Cx2N5O3S,H41C27Cx3N5O3S	-1,1
551	H45C25NO12,H45C24CxNO12,H45C25NO11Ox,H45C23Cx2NO12,H45C22Cx3NO12	-1,1
551	H41C31N3O6,H41C30CxN3O6,H41C31N3O5Ox,H41C29Cx2N3O6,H41C28Cx3N3O6	-1,1
551	H45C28N3O6S,H45C27CxN3O6S,H45C28N3O6Sx,H45C28N3O5OxS,H45C26Cx2N3O6S,H45C25Cx3N3O6S	-1,1
551	H41C34N5S,H41C33CxN5S,H41C34N5Sx,H41C32Cx2N5S,H41C31Cx3N5S	-1,1
551	H41C30N5O5,H41C29CxN5O5,H41C30N5O4Ox,H41C28Cx2N5O5,H41C27Cx3N5O5	-1,1
551	H50C26NO9P,H50C25CxNO9P,H50C26NO8OxP,H50C24Cx2NO9P,H50C23Cx3NO9P	-1,1
551	H53C27NO6S2,H53C26CxNO6S2,H53C27NO6SSx,H53C27NO5OxS2,H53C25Cx2NO6S2,H53C24Cx3NO6S2	-1,1
551	H54C27NO8P,H54C26CxNO8P,H54C27NO7OxP,H54C25Cx2NO8P,H54C24Cx3NO8P	-1,1
551	H53C30N3O6,H53C29CxN3O6,H53C30N3O5Ox,H53C28Cx2N3O6,H53C27Cx3N3O6	1
551	H58C28NO7P,H58C27CxNO7P,H58C28NO6OxP,H58C26Cx2NO7P,H58C25Cx3NO7P	1
552	H24C30Fe3,H24C29CxFe3,H24C28Cx2Fe3,H24C27Cx3Fe3	-1
552	H25C22N4O4S2Br,H25C21CxN4O4S2Br,H25C22N4O4SSxBr,H25C22N4O3OxS2Br,H25C20Cx2N4O4S2Br,H25C19Cx3N4O4S2Br	1
552	H28C16N2O15S2,H28C15CxN2O15S2,H28C16N2O15SSx,H28C16N2O14OxS2,H28C14Cx2N2O15S2,H28C13Cx3N2O15S2	1
552	H31C27N2O4Cl3,H31C26CxN2O4Cl3,H31C27N2O4Cl2Clx,H31C27N2O3OxCl3,H31C25Cx2N2O4Cl3,H31C24Cx3N2O4Cl3	-1
552	H32C25N2O6S3,H32C24CxN2O6S3,H32C25N2O6S2Sx,H32C25N2O5OxS3,H32C23Cx2N2O6S3,H32C22Cx3N2O6S3	-1
552	H24C36O6,H24C35CxO6,H24C36O5Ox,H24C34Cx2O6,H24C33Cx3O6	-1
552	H33C25N4O6SCl,H33C24CxN4O6SCl,H33C25N4O6SxCl,H33C25N4O6SClx,H33C25N4O5OxSCl,H33C23Cx2N4O6SCl,H33C22Cx3N4O6SCl	-1
552	H32C23N6O6S2,H32C22CxN6O6S2,H32C23N6O6SSx,H32C23N6O5OxS2,H32C21Cx2N6O6S2,H32C20Cx3N6O6S2	-1
552	H29C28N4O5FS,H29C27CxN4O5FS,H29C28N4O5FSx,H29C28N4O4OxFS,H29C26Cx2N4O5FS,H29C25Cx3N4O5FS	-1
552	H32C28N4O4S2,H32C27CxN4O4S2,H32C28N4O4SSx,H32C28N4O3OxS2,H32C26Cx2N4O4S2,H32C25Cx3N4O4S2	-1
552	H34C34O3P2,H34C33CxO3P2,H34C34O2OxP2,H34C32Cx2O3P2,H34C31Cx3O3P2	-1
552	H32C28N4O6S,H32C27CxN4O6S,H32C28N4O6Sx,H32C28N4O5OxS,H32C26Cx2N4O6S,H32C25Cx3N4O6S	-1,1
552	H36C25N4O6S2,H36C24CxN4O6S2,H36C25N4O6SSx,H36C25N4O5OxS2,H36C23Cx2N4O6S2,H36C22Cx3N4O6S2	-1,1
552	H39C28N4OCl3,H39C27CxN4OCl3,H39C28N4OCl2Clx,H39C26Cx2N4OCl3,H39C25Cx3N4OCl3	-1,1
552	H35C23N4O6F3S,H35C22CxN4O6F3S,H35C23N4O6F3Sx,H35C23N4O5OxF3S,H35C21Cx2N4O6F3S,H35C20Cx3N4O6F3S	-1
552	H31C30N4O3F3,H31C29CxN4O3F3,H31C30N4O2OxF3,H31C28Cx2N4O3F3,H31C27Cx3N4O3F3	-1
552	H36C29N4O5S,H36C28CxN4O5S,H36C29N4O5Sx,H36C29N4O4OxS,H36C27Cx2N4O5S,H36C26Cx3N4O5S	-1
552	H40C22N4O10S,H40C21CxN4O10S,H40C22N4O10Sx,H40C22N4O9OxS,H40C20Cx2N4O10S,H40C19Cx3N4O10S	-1,1
552	H36C24N6O9,H36C23CxN6O9,H36C24N6O8Ox,H36C22Cx2N6O9,H36C21Cx3N6O9	-1,1
552	H40C28O11,H40C27CxO11,H40C28O10Ox,H40C26Cx2O11,H40C25Cx3O11	-1,1
552	H36C29N4O7,H36C28CxN4O7,H36C29N4O6Ox,H36C27Cx2N4O7,H36C26Cx3N4O7	-1,1
552	H36C24F12,H36C23CxF12,H36C22Cx2F12,H36C21Cx3F12	-1,1
552	H54C26N2Br2,H54C25CxN2Br2,H54C24Cx2N2Br2,H54C23Cx3N2Br2	1
552	H42C24NO13,H42C23CxNO13,H42C24NO12Ox,H42C22Cx2NO13,H42C21Cx3NO13	-1,1
552	H36C33N4O4,H36C32CxN4O4,H36C33N4O3Ox,H36C31Cx2N4O4,H36C30Cx3N4O4	-1,1
552	H44C29O10,H44C28CxO10,H44C29O9Ox,H44C27Cx2O10,H44C26Cx3O10	-1,1
552	H45C29N2O6Cl,H45C28CxN2O6Cl,H45C29N2O6Clx,H45C29N2O5OxCl,H45C27Cx2N2O6Cl,H45C26Cx3N2O6Cl	-1,1
552	H36C36N6,H36C35CxN6,H36C34Cx2N6,H36C33Cx3N6	-1
552	H44C22N6O10,H44C21CxN6O10,H44C22N6O9Ox,H44C20Cx2N6O10,H44C19Cx3N6O10	-1,1
552	H40C38N4,H40C37CxN4,H40C36Cx2N4,H40C35Cx3N4	-1,1
552	H48C30O9,H48C29CxO9,H48C30O8Ox,H48C28Cx2O9,H48C27Cx3O9	-1,1
552	H44C31N4O5,H44C30CxN4O5,H44C31N4O4Ox,H44C29Cx2N4O5,H44C28Cx3N4O5	-1,1
552	H48C34O6,H48C33CxO6,H48C34O5Ox,H48C32Cx2O6,H48C31Cx3O6	1
553	H31C26N7O3S2,H31C25CxN7O3S2,H31C26N7O3SSx,H31C26N7O2OxS2,H31C24Cx2N7O3S2,H31C23Cx3N7O3S2	-1
553	H32C28N5O4FS,H32C27CxN5O4FS,H32C28N5O4FSx,H32C28N5O3OxFS,H32C26Cx2N5O4FS,H32C25Cx3N5O4FS	-1
553	H49C6O27,H49C5CxO27,H49C6O26Ox,H49C4Cx2O27,H49C3Cx3O27	-1,1
553	H39C30N3O7,H39C29CxN3O7,H39C30N3O6Ox,H39C28Cx2N3O7,H39C27Cx3N3O7	-1,1
553	H43C26N5O6S,H43C25CxN5O6S,H43C26N5O6Sx,H43C26N5O5OxS,H43C24Cx2N5O6S,H43C23Cx3N5O6S	-1,1
553	H43C31NO2F3Cl,H43C30CxNO2F3Cl,H43C31NO2F3Clx,H43C31NOOxF3Cl,H43C29Cx2NO2F3Cl,H43C28Cx3NO2F3Cl	-1,1
553	H39C34N3O4,H39C33CxN3O4,H39C34N3O3Ox,H39C32Cx2N3O4,H39C31Cx3N3O4	-1,1
553	H43C30N5O5,H43C29CxN5O5,H43C30N5O4Ox,H43C28Cx2N5O5,H43C27Cx3N5O5	1
553	H52C26NO9P,H52C25CxNO9P,H52C26NO8OxP,H52C24Cx2NO9P,H52C23Cx3NO9P	-1,1
554	H31C32N2O2Br,H31C31CxN2O2Br,H31C32N2OOxBr,H31C30Cx2N2O2Br,H31C29Cx3N2O2Br	-1
554	H29C25N2O3F6Cl,H29C24CxN2O3F6Cl,H29C25N2O3F6Clx,H29C25N2O2OxF6Cl,H29C23Cx2N2O3F6Cl,H29C22Cx3N2O3F6Cl	1
554	H34C21N2O15,H34C20CxN2O15,H34C21N2O14Ox,H34C19Cx2N2O15,H34C18Cx3N2O15	-1
554	H34C30O10,H34C29CxO10,H34C30O9Ox,H34C28Cx2O10,H34C27Cx3O10	-1
554	H34C28N4O6S,H34C27CxN4O6S,H34C28N4O6Sx,H34C28N4O5OxS,H34C26Cx2N4O6S,H34C25Cx3N4O6S	-1
554	H34C33N2O4S,H34C32CxN2O4S,H34C33N2O4Sx,H34C33N2O3OxS,H34C31Cx2N2O4S,H34C30Cx3N2O4S	-1
554	H42C22N4O8S2,H42C21CxN4O8S2,H42C22N4O8SSx,H42C22N4O7OxS2,H42C20Cx2N4O8S2,H42C19Cx3N4O8S2	-1
554	H34C27N4O4F4,H34C26CxN4O4F4,H34C27N4O3OxF4,H34C25Cx2N4O4F4,H34C24Cx3N4O4F4	-1
554	H50C6O27,H50C5CxO27,H50C6O26Ox,H50C4Cx2O27,H50C3Cx3O27	-1
554	H42C26N4O5S2,H42C25CxN4O5S2,H42C26N4O5SSx,H42C26N4O4OxS2,H42C24Cx2N4O5S2,H42C23Cx3N4O5S2	-1,1
554	H42C28O11,H42C27CxO11,H42C28O10Ox,H42C26Cx2O11,H42C25Cx3O11	-1,1
554	H42C32O8,H42C31CxO8,H42C32O7Ox,H42C30Cx2O8,H42C29Cx3O8	-1,1
554	H38C33N4O4,H38C32CxN4O4,H38C33N4O3Ox,H38C31Cx2N4O4,H38C30Cx3N4O4	-1,1
554	H39C30N4O5F,H39C29CxN4O5F,H39C30N4O4OxF,H39C28Cx2N4O5F,H39C27Cx3N4O5F	-1,1
554	H42C30N4O6,H42C29CxN4O6,H42C30N4O5Ox,H42C28Cx2N4O6,H42C27Cx3N4O6	-1,1
554	H42C29N6O5,H42C28CxN6O5,H42C29N6O4Ox,H42C27Cx2N6O5,H42C26Cx3N6O5	-1,1
554	H43C31N4O4F,H43C30CxN4O4F,H43C31N4O3OxF,H43C29Cx2N4O4F,H43C28Cx3N4O4F	-1,1
554	H46C31N4O5,H46C30CxN4O5,H46C31N4O4Ox,H46C29Cx2N4O5,H46C28Cx3N4O5	-1,1
554	H50C28N4O7,H50C27CxN4O7,H50C28N4O6Ox,H50C26Cx2N4O7,H50C25Cx3N4O7	1
554	H50C32N4O4,H50C31CxN4O4,H50C32N4O3Ox,H50C30Cx2N4O4,H50C29Cx3N4O4	-1,1
554	H62C33O6,H62C32CxO6,H62C33O5Ox,H62C31Cx2O6,H62C30Cx3O6	-1
554	H66C34O5,H66C33CxO5,H66C34O4Ox,H66C32Cx2O5,H66C31Cx3O5	-1
555	H15C10N5O13P2Se,H15C9CxN5O13P2Se,H15C10N5O12OxP2Se,H15C8Cx2N5O13P2Se,H15C7Cx3N5O13P2Se	-1,1
555	H26C32N3O3NaS,H26C31CxN3O3NaS,H26C32N3O3NaSx,H26C32N3O2OxNaS,H26C30Cx2N3O3NaS,H26C29Cx3N3O3NaS	-1
555	H32C26N3O5F3S,H32C25CxN3O5F3S,H32C26N3O5F3Sx,H32C26N3O4OxF3S,H32C24Cx2N3O5F3S,H32C23Cx3N3O5F3S	-1
555	H33C29NO10,H33C28CxNO10,H33C29NO9Ox,H33C27Cx2NO10,H33C26Cx3NO10	-1
555	H37C29N3O6S,H37C28CxN3O6S,H37C29N3O6Sx,H37C29N3O5OxS,H37C27Cx2N3O6S,H37C26Cx3N3O6S	-1,1
555	H37C30NO9,H37C29CxNO9,H37C30NO8Ox,H37C28Cx2NO9,H37C27Cx3NO9	-1
555	H37C28N5O5S,H37C27CxN5O5S,H37C28N5O5Sx,H37C28N5O4OxS,H37C26Cx2N5O5S,H37C25Cx3N5O5S	-1
555	H41C23NO14,H41C22CxNO14,H41C23NO13Ox,H41C21Cx2NO14,H41C20Cx3NO14	-1
555	H48C22N3O6Cl3,H48C21CxN3O6Cl3,H48C22N3O6Cl2Clx,H48C22N3O5OxCl3,H48C20Cx2N3O6Cl3,H48C19Cx3N3O6Cl3	-1,1
555	H36C26N5O5F3,H36C25CxN5O5F3,H36C26N5O4OxF3,H36C24Cx2N5O5F3,H36C23Cx3N5O5F3	-1,1
555	H37C28N5O7,H37C27CxN5O7,H37C28N5O6Ox,H37C26Cx2N5O7,H37C25Cx3N5O7	-1,1
555	H41C21N5O12,H41C20CxN5O12,H41C21N5O11Ox,H41C19Cx2N5O12,H41C18Cx3N5O12	1
555	H41C30N3O5S,H41C29CxN3O5S,H41C30N3O5Sx,H41C30N3O4OxS,H41C28Cx2N3O5S,H41C27Cx3N3O5S	1
555	H41C29N5O6,H41C28CxN5O6,H41C29N5O5Ox,H41C27Cx2N5O6,H41C26Cx3N5O6	-1,1
555	H41C34N3O4,H41C33CxN3O4,H41C34N3O3Ox,H41C32Cx2N3O4,H41C31Cx3N3O4	-1,1
555	H45C31N3O4S,H45C30CxN3O4S,H45C31N3O4Sx,H45C31N3O3OxS,H45C29Cx2N3O4S,H45C28Cx3N3O4S	-1,1
555	H45C30N5O5,H45C29CxN5O5,H45C30N5O4Ox,H45C28Cx2N5O5,H45C27Cx3N5O5	1
555	H69C34NO4,H69C33CxNO4,H69C34NO3Ox,H69C32Cx2NO4,H69C31Cx3NO4	1
556	H25C20N8O6FS2,H25C19CxN8O6FS2,H25C20N8O6FSSx,H25C20N8O5OxFS2,H25C18Cx2N8O6FS2,H25C17Cx3N8O6FS2	-1
556	H25C19N8O10P,H25C18CxN8O10P,H25C19N8O9OxP,H25C17Cx2N8O10P,H25C16Cx3N8O10P	-1
